,Date,High,Low,Open,Close,Volume,Adj Close
0,21/11/2022,600,600,600,600,-,600
1,22/11/2022,600,600,600,600,-,600
2,23/11/2022,600,600,600,600,-,600
3,24/11/2022,600,600,600,600,-,600
4,25/11/2022,600,500,600,600,47502,600
5,28/11/2022,500,500,500,500,-,500
6,29/11/2022,500,500,500,500,-,500
7,30/11/2022,500,500,500,500,-,500
8,01/12/2022,500,500,500,500,-,500
9,02/12/2022,600,500,500,600,88900,600
10,05/12/2022,600,600,600,600,-,600
11,06/12/2022,600,600,600,600,-,600
12,07/12/2022,600,600,600,600,-,600
13,08/12/2022,600,600,600,600,-,600
14,09/12/2022,700,700,700,700,77863,700
15,12/12/2022,700,700,700,700,-,700
16,13/12/2022,700,700,700,700,-,700
17,14/12/2022,700,700,700,700,-,700
18,15/12/2022,700,700,700,700,-,700
19,16/12/2022,800,700,800,800,38900,800
20,19/12/2022,800,800,800,800,-,800
21,20/12/2022,800,800,800,800,-,800
22,21/12/2022,800,800,800,800,-,800
23,22/12/2022,800,800,800,800,-,800
24,23/12/2022,800,700,700,700,701,700
25,26/12/2022,700,700,700,700,-,700
26,27/12/2022,700,700,700,700,-,700
27,28/12/2022,700,700,700,700,-,700
28,29/12/2022,700,700,700,700,-,700
29,30/12/2022,700,600,600,700,28600,700
30,03/01/2023,600,600,600,600,-,600
31,04/01/2023,600,600,600,600,-,600
32,05/01/2023,600,600,600,600,-,600
33,06/01/2023,600,600,600,600,1400,600
34,09/01/2023,600,600,600,600,-,600
35,10/01/2023,600,600,600,600,-,600
36,11/01/2023,600,600,600,600,-,600
37,12/01/2023,600,600,600,600,-,600
38,13/01/2023,700,600,600,700,2500,700
39,16/01/2023,700,700,700,700,-,700
40,17/01/2023,700,700,700,700,-,700
41,18/01/2023,700,700,700,700,-,700
42,19/01/2023,700,700,700,700,-,700
43,27/01/2023,700,600,600,700,3652,700
44,30/01/2023,700,700,700,700,-,700
45,31/01/2023,700,700,700,700,-,700
46,01/02/2023,700,700,700,700,-,700
47,02/02/2023,700,700,700,700,-,700
48,03/02/2023,700,600,700,700,48900,700
49,06/02/2023,600,600,600,600,-,600
50,07/02/2023,600,600,600,600,-,600
51,08/02/2023,600,600,600,600,-,600
52,09/02/2023,600,600,600,600,-,600
53,10/02/2023,600,600,600,600,2300,600
54,13/02/2023,600,600,600,600,-,600
55,14/02/2023,600,600,600,600,-,600
56,15/02/2023,600,600,600,600,-,600
57,16/02/2023,600,600,600,600,-,600
58,17/02/2023,700,600,600,700,13808,700
59,20/02/2023,600,600,600,600,-,600
60,21/02/2023,600,600,600,600,-,600
61,22/02/2023,600,600,600,600,-,600
62,23/02/2023,600,600,600,600,-,600
63,24/02/2023,600,600,600,600,1200,600
64,27/02/2023,600,600,600,600,-,600
65,28/02/2023,600,600,600,600,-,600
66,01/03/2023,600,600,600,600,-,600
67,02/03/2023,600,600,600,600,-,600
68,03/03/2023,600,600,600,600,11800,600
69,06/03/2023,600,600,600,600,-,600
70,07/03/2023,600,600,600,600,-,600
71,08/03/2023,600,600,600,600,-,600
72,09/03/2023,600,600,600,600,-,600
73,10/03/2023,600,500,500,600,12000,600
74,13/03/2023,600,600,600,600,-,600
75,14/03/2023,600,600,600,600,-,600
76,15/03/2023,600,600,600,600,-,600
77,16/03/2023,600,600,600,600,-,600
78,17/03/2023,700,600,700,600,12300,600
79,20/03/2023,700,700,700,700,-,700
80,21/03/2023,700,700,700,700,-,700
81,22/03/2023,700,700,700,700,-,700
82,23/03/2023,700,700,700,700,-,700
83,24/03/2023,600,600,600,600,20700,600
84,27/03/2023,600,600,600,600,-,600
85,28/03/2023,600,600,600,600,-,600
86,29/03/2023,600,600,600,600,-,600
87,30/03/2023,600,600,600,600,-,600
88,31/03/2023,600,500,500,500,14200,500
89,03/04/2023,600,600,600,600,-,600
90,04/04/2023,600,600,600,600,-,600
91,05/04/2023,600,600,600,600,-,600
92,06/04/2023,600,600,600,600,-,600
93,07/04/2023,600,500,500,500,22600,500
94,10/04/2023,600,600,600,600,-,600
95,11/04/2023,600,600,600,600,-,600
96,12/04/2023,600,600,600,600,-,600
97,13/04/2023,600,600,600,600,-,600
98,14/04/2023,600,500,500,600,17900,600
99,17/04/2023,500,500,500,500,-,500
100,18/04/2023,500,500,500,500,-,500
101,19/04/2023,500,500,500,500,-,500
102,20/04/2023,500,500,500,500,-,500
103,21/04/2023,500,400,400,500,42500,500
104,24/04/2023,500,500,500,500,-,500
105,25/04/2023,500,500,500,500,-,500
106,26/04/2023,500,500,500,500,-,500
107,27/04/2023,500,500,500,500,-,500
108,28/04/2023,500,400,400,500,36000,500
109,04/05/2023,500,500,500,500,-,500
110,05/05/2023,500,500,500,500,22900,500
111,08/05/2023,500,500,500,500,-,500
112,09/05/2023,500,500,500,500,-,500
113,10/05/2023,500,500,500,500,-,500
114,11/05/2023,500,500,500,500,-,500
115,12/05/2023,600,500,500,600,22701,600
116,15/05/2023,600,600,600,600,-,600
117,16/05/2023,600,600,600,600,-,600
118,17/05/2023,600,600,600,600,-,600
119,18/05/2023,600,600,600,600,-,600
120,19/05/2023,600,600,600,600,4200,600
121,22/05/2023,600,600,600,600,-,600
122,23/05/2023,600,600,600,600,-,600
123,24/05/2023,600,600,600,600,-,600
124,25/05/2023,600,600,600,600,-,600
125,26/05/2023,600,600,600,600,2100,600
126,29/05/2023,600,600,600,600,-,600
127,30/05/2023,600,600,600,600,-,600
128,31/05/2023,600,600,600,600,-,600
129,01/06/2023,600,600,600,600,-,600
130,02/06/2023,700,600,600,700,83939,700
131,05/06/2023,700,700,700,700,-,700
132,06/06/2023,700,700,700,700,-,700
133,07/06/2023,700,700,700,700,-,700
134,08/06/2023,700,700,700,700,-,700
135,09/06/2023,800,700,700,800,57100,800
136,12/06/2023,800,800,800,800,-,800
137,13/06/2023,800,800,800,800,-,800
138,14/06/2023,800,800,800,800,-,800
139,15/06/2023,800,800,800,800,-,800
140,16/06/2023,900,700,900,900,25500,900
141,19/06/2023,800,800,800,800,-,800
142,20/06/2023,800,800,800,800,-,800
143,21/06/2023,800,800,800,800,-,800
144,22/06/2023,800,800,800,800,-,800
145,23/06/2023,900,800,900,800,7803,800
146,26/06/2023,800,800,800,800,-,800
147,27/06/2023,800,800,800,800,-,800
148,28/06/2023,800,800,800,800,-,800
149,29/06/2023,800,800,800,800,-,800
150,30/06/2023,900,700,800,700,11300,700
151,03/07/2023,700,700,700,700,-,700
152,04/07/2023,700,700,700,700,-,700
153,05/07/2023,700,700,700,700,-,700
154,06/07/2023,700,700,700,700,-,700
155,07/07/2023,700,600,600,700,19600,700
156,10/07/2023,600,600,600,600,-,600
157,11/07/2023,600,600,600,600,-,600
158,12/07/2023,600,600,600,600,-,600
159,13/07/2023,600,600,600,600,-,600
160,14/07/2023,700,500,700,700,76400,700
161,17/07/2023,700,700,700,700,-,700
162,18/07/2023,700,700,700,700,-,700
163,19/07/2023,700,700,700,700,-,700
164,20/07/2023,700,700,700,700,-,700
165,21/07/2023,800,600,800,600,2100,600
166,24/07/2023,700,700,700,700,-,700
167,25/07/2023,700,700,700,700,-,700
168,26/07/2023,700,700,700,700,-,700
169,27/07/2023,700,700,700,700,-,700
170,28/07/2023,700,600,700,700,66300,700
171,31/07/2023,600,600,600,600,-,600
172,01/08/2023,600,600,600,600,-,600
173,02/08/2023,600,600,600,600,-,600
174,03/08/2023,600,600,600,600,-,600
175,04/08/2023,600,600,600,600,9600,600
176,07/08/2023,600,600,600,600,-,600
177,08/08/2023,600,600,600,600,-,600
178,09/08/2023,600,600,600,600,-,600
179,10/08/2023,600,600,600,600,-,600
180,11/08/2023,600,600,600,600,16900,600
181,14/08/2023,600,600,600,600,-,600
182,15/08/2023,600,600,600,600,-,600
183,16/08/2023,600,600,600,600,-,600
184,17/08/2023,600,600,600,600,-,600
185,18/08/2023,600,500,600,500,23720,500
186,21/08/2023,600,600,600,600,-,600
187,22/08/2023,600,600,600,600,-,600
188,23/08/2023,600,600,600,600,-,600
189,24/08/2023,600,600,600,600,-,600
190,25/08/2023,600,500,600,600,412000,600
191,28/08/2023,600,600,600,600,-,600
192,29/08/2023,600,600,600,600,-,600
193,30/08/2023,600,600,600,600,-,600
194,31/08/2023,600,600,600,600,-,600
195,05/09/2023,600,600,600,600,-,600
196,06/09/2023,600,600,600,600,-,600
197,07/09/2023,600,600,600,600,-,600
198,08/09/2023,600,500,600,500,19100,500
199,11/09/2023,600,600,600,600,-,600
200,12/09/2023,600,600,600,600,-,600
201,13/09/2023,600,600,600,600,-,600
202,14/09/2023,600,600,600,600,-,600
203,15/09/2023,700,500,600,600,4447,600
204,18/09/2023,600,600,600,600,-,600
205,19/09/2023,600,600,600,600,-,600
206,20/09/2023,600,600,600,600,-,600
207,21/09/2023,600,600,600,600,-,600
208,22/09/2023,600,500,600,600,22700,600
209,25/09/2023,500,500,500,500,-,500
210,26/09/2023,500,500,500,500,-,500
211,27/09/2023,500,500,500,500,-,500
212,28/09/2023,500,500,500,500,-,500
213,29/09/2023,500,500,500,500,1100,500
214,02/10/2023,500,500,500,500,-,500
215,03/10/2023,500,500,500,500,-,500
216,04/10/2023,500,500,500,500,-,500
217,05/10/2023,500,500,500,500,-,500
218,06/10/2023,500,400,500,500,7110,500
219,09/10/2023,500,500,500,500,-,500
220,10/10/2023,500,500,500,500,-,500
221,11/10/2023,500,500,500,500,-,500
222,12/10/2023,500,500,500,500,-,500
223,13/10/2023,600,600,600,600,200,600
224,16/10/2023,600,600,600,600,-,600
225,17/10/2023,600,600,600,600,-,600
226,18/10/2023,600,600,600,600,-,600
227,19/10/2023,600,600,600,600,-,600
228,20/10/2023,500,500,500,500,11000,500
229,23/10/2023,500,500,500,500,-,500
230,24/10/2023,500,500,500,500,-,500
231,25/10/2023,500,500,500,500,-,500
232,26/10/2023,500,500,500,500,-,500
233,27/10/2023,500,500,500,500,1000,500
234,30/10/2023,500,500,500,500,-,500
235,31/10/2023,500,500,500,500,-,500
236,01/11/2023,500,500,500,500,-,500
237,02/11/2023,500,500,500,500,-,500
238,03/11/2023,600,600,600,600,1700,600
239,06/11/2023,600,600,600,600,-,600
240,07/11/2023,600,600,600,600,-,600
241,08/11/2023,600,600,600,600,-,600
242,09/11/2023,600,600,600,600,-,600
243,10/11/2023,600,500,500,600,6210,600
244,13/11/2023,500,500,500,500,-,500
245,14/11/2023,500,500,500,500,-,500
246,15/11/2023,500,500,500,500,-,500
247,16/11/2023,500,500,500,500,-,500
248,17/11/2023,600,500,500,600,4200,600
249,20/11/2023,600,600,600,600,-,600
